Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths
Alcohol use,Other land transport injuries,15–24,2003,Females,0.318769393
Alcohol use,Other land transport injuries,15–24,2003,Males,7.932121206
Alcohol use,Other land transport injuries,15–24,2003,Persons,8.250890599
Alcohol use,Other land transport injuries,15–24,2011,Females,1.56403006
Alcohol use,Other land transport injuries,15–24,2011,Males,7.613663677
Alcohol use,Other land transport injuries,15–24,2011,Persons,9.177693737
Alcohol use,Other land transport injuries,15–24,2015,Females,0.44546401
Alcohol use,Other land transport injuries,15–24,2015,Males,2.332564774
Alcohol use,Other land transport injuries,15–24,2015,Persons,2.778028784
Alcohol use,Other land transport injuries,15–24,2018,Females,0.245162311
Alcohol use,Other land transport injuries,15–24,2018,Males,5.051104587
Alcohol use,Other land transport injuries,15–24,2018,Persons,5.296266898
Alcohol use,Other land transport injuries,25–34,2003,Females,0.276389163
Alcohol use,Other land transport injuries,25–34,2003,Males,4.413305692
Alcohol use,Other land transport injuries,25–34,2003,Persons,4.689694855
Alcohol use,Other land transport injuries,25–34,2011,Females,1.344283137
Alcohol use,Other land transport injuries,25–34,2011,Males,5.592628509
Alcohol use,Other land transport injuries,25–34,2011,Persons,6.936911647
Alcohol use,Other land transport injuries,25–34,2015,Females,0.745063931
Alcohol use,Other land transport injuries,25–34,2015,Males,6.637165413
Alcohol use,Other land transport injuries,25–34,2015,Persons,7.382229344
Alcohol use,Other land transport injuries,25–34,2018,Females,0.252606188
Alcohol use,Other land transport injuries,25–34,2018,Males,6.75063475
Alcohol use,Other land transport injuries,25–34,2018,Persons,7.003240938
Alcohol use,Other land transport injuries,35–44,2003,Females,1.404468542
Alcohol use,Other land transport injuries,35–44,2003,Males,5.082804517
Alcohol use,Other land transport injuries,35–44,2003,Persons,6.487273059
Alcohol use,Other land transport injuries,35–44,2011,Females,0.553800893
Alcohol use,Other land transport injuries,35–44,2011,Males,4.65286696
Alcohol use,Other land transport injuries,35–44,2011,Persons,5.206667854
Alcohol use,Other land transport injuries,35–44,2015,Females,0.548798227
Alcohol use,Other land transport injuries,35–44,2015,Males,4.553780264
Alcohol use,Other land transport injuries,35–44,2015,Persons,5.102578491
Alcohol use,Other land transport injuries,35–44,2018,Females,0.883996374
Alcohol use,Other land transport injuries,35–44,2018,Males,5.153244634
Alcohol use,Other land transport injuries,35–44,2018,Persons,6.037241008
Alcohol use,Other land transport injuries,45–54,2003,Females,0.565553819
Alcohol use,Other land transport injuries,45–54,2003,Males,6.283370737
Alcohol use,Other land transport injuries,45–54,2003,Persons,6.848924556
Alcohol use,Other land transport injuries,45–54,2011,Females,1.37777666
Alcohol use,Other land transport injuries,45–54,2011,Males,5.818434874
Alcohol use,Other land transport injuries,45–54,2011,Persons,7.196211534
Alcohol use,Other land transport injuries,45–54,2015,Females,0.325433918
Alcohol use,Other land transport injuries,45–54,2015,Males,6.43092012
Alcohol use,Other land transport injuries,45–54,2015,Persons,6.756354038
Alcohol use,Other land transport injuries,45–54,2018,Females,0.325289641
Alcohol use,Other land transport injuries,45–54,2018,Males,6.296503967
Alcohol use,Other land transport injuries,45–54,2018,Persons,6.621793608
Alcohol use,Other land transport injuries,55–64,2003,Females,0.509550299
Alcohol use,Other land transport injuries,55–64,2003,Males,2.949939497
Alcohol use,Other land transport injuries,55–64,2003,Persons,3.459489796
Alcohol use,Other land transport injuries,55–64,2011,Females,1.795525171
Alcohol use,Other land transport injuries,55–64,2011,Males,7.551672198
Alcohol use,Other land transport injuries,55–64,2011,Persons,9.347197369
Alcohol use,Other land transport injuries,55–64,2015,Females,1.525382126
Alcohol use,Other land transport injuries,55–64,2015,Males,6.564571979
Alcohol use,Other land transport injuries,55–64,2015,Persons,8.089954106
Alcohol use,Other land transport injuries,55–64,2018,Females,1.722225746
Alcohol use,Other land transport injuries,55–64,2018,Males,6.424471543
Alcohol use,Other land transport injuries,55–64,2018,Persons,8.146697289
Alcohol use,Other land transport injuries,65–84,2003,Females,0.779862334
Alcohol use,Other land transport injuries,65–84,2003,Males,4.711157807
Alcohol use,Other land transport injuries,65–84,2003,Persons,5.49102014
Alcohol use,Other land transport injuries,65–84,2011,Females,2.773023517
Alcohol use,Other land transport injuries,65–84,2011,Males,10.62448426
Alcohol use,Other land transport injuries,65–84,2011,Persons,13.39750778
Alcohol use,Other land transport injuries,65–84,2015,Females,2.072108086
Alcohol use,Other land transport injuries,65–84,2015,Males,15.55145925
Alcohol use,Other land transport injuries,65–84,2015,Persons,17.62356733
Alcohol use,Other land transport injuries,65–84,2018,Females,2.723905779
Alcohol use,Other land transport injuries,65–84,2018,Males,8.382753847
Alcohol use,Other land transport injuries,65–84,2018,Persons,11.10665963
Alcohol use,Other land transport injuries,85+,2003,Females,0.20901199
Alcohol use,Other land transport injuries,85+,2003,Males,0.014448512
Alcohol use,Other land transport injuries,85+,2003,Persons,0.223460502
Alcohol use,Other land transport injuries,85+,2011,Females,0.818432675
Alcohol use,Other land transport injuries,85+,2011,Males,2.529804776
Alcohol use,Other land transport injuries,85+,2011,Persons,3.34823745
Alcohol use,Other land transport injuries,85+,2015,Females,0.374145876
Alcohol use,Other land transport injuries,85+,2015,Males,1.820603714
Alcohol use,Other land transport injuries,85+,2015,Persons,2.19474959
Alcohol use,Other land transport injuries,85+,2018,Females,0.557959811
Alcohol use,Other land transport injuries,85+,2018,Males,1.438428087
Alcohol use,Other land transport injuries,85+,2018,Persons,1.996387898
Alcohol use,Other oral cavity and pharynx cancers,15–24,2003,Females,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2003,Males,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2003,Persons,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2011,Females,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2011,Males,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2011,Persons,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2015,Females,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2015,Males,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2015,Persons,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2018,Females,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2018,Males,0
Alcohol use,Other oral cavity and pharynx cancers,15–24,2018,Persons,0
Alcohol use,Other oral cavity and pharynx cancers,25–34,2003,Females,0.002264658
Alcohol use,Other oral cavity and pharynx cancers,25–34,2003,Males,0.018171599
Alcohol use,Other oral cavity and pharynx cancers,25–34,2003,Persons,0.020436257
Alcohol use,Other oral cavity and pharynx cancers,25–34,2011,Females,0.001573355
Alcohol use,Other oral cavity and pharynx cancers,25–34,2011,Males,0.006098896
Alcohol use,Other oral cavity and pharynx cancers,25–34,2011,Persons,0.007672251
Alcohol use,Other oral cavity and pharynx cancers,25–34,2015,Females,0
Alcohol use,Other oral cavity and pharynx cancers,25–34,2015,Males,0.003253854
Alcohol use,Other oral cavity and pharynx cancers,25–34,2015,Persons,0.003253854
Alcohol use,Other oral cavity and pharynx cancers,25–34,2018,Females,0.178582484
Alcohol use,Other oral cavity and pharynx cancers,25–34,2018,Males,0.001890454
Alcohol use,Other oral cavity and pharynx cancers,25–34,2018,Persons,0.180472938
Alcohol use,Other oral cavity and pharynx cancers,35–44,2003,Females,0.738265854
Alcohol use,Other oral cavity and pharynx cancers,35–44,2003,Males,2.677096276
Alcohol use,Other oral cavity and pharynx cancers,35–44,2003,Persons,3.415362131
Alcohol use,Other oral cavity and pharynx cancers,35–44,2011,Females,0.243011405
Alcohol use,Other oral cavity and pharynx cancers,35–44,2011,Males,1.368149262
Alcohol use,Other oral cavity and pharynx cancers,35–44,2011,Persons,1.611160667
Alcohol use,Other oral cavity and pharynx cancers,35–44,2015,Females,0
Alcohol use,Other oral cavity and pharynx cancers,35–44,2015,Males,3.129150346
Alcohol use,Other oral cavity and pharynx cancers,35–44,2015,Persons,3.129150346
Alcohol use,Other oral cavity and pharynx cancers,35–44,2018,Females,0.001378273
Alcohol use,Other oral cavity and pharynx cancers,35–44,2018,Males,0.849132067
Alcohol use,Other oral cavity and pharynx cancers,35–44,2018,Persons,0.85051034
Alcohol use,Other oral cavity and pharynx cancers,45–54,2003,Females,0.88163489
Alcohol use,Other oral cavity and pharynx cancers,45–54,2003,Males,13.1294076
Alcohol use,Other oral cavity and pharynx cancers,45–54,2003,Persons,14.01104249
Alcohol use,Other oral cavity and pharynx cancers,45–54,2011,Females,0.838533657
Alcohol use,Other oral cavity and pharynx cancers,45–54,2011,Males,13.04872656
Alcohol use,Other oral cavity and pharynx cancers,45–54,2011,Persons,13.88726021
Alcohol use,Other oral cavity and pharynx cancers,45–54,2015,Females,0.585360161
Alcohol use,Other oral cavity and pharynx cancers,45–54,2015,Males,11.09846192
Alcohol use,Other oral cavity and pharynx cancers,45–54,2015,Persons,11.68382208
Alcohol use,Other oral cavity and pharynx cancers,45–54,2018,Females,0.792716388
Alcohol use,Other oral cavity and pharynx cancers,45–54,2018,Males,13.63324627
Alcohol use,Other oral cavity and pharynx cancers,45–54,2018,Persons,14.42596266
Alcohol use,Other oral cavity and pharynx cancers,55–64,2003,Females,3.32330713
Alcohol use,Other oral cavity and pharynx cancers,55–64,2003,Males,21.83105502
Alcohol use,Other oral cavity and pharynx cancers,55–64,2003,Persons,25.15436215
Alcohol use,Other oral cavity and pharynx cancers,55–64,2011,Females,2.768799616
Alcohol use,Other oral cavity and pharynx cancers,55–64,2011,Males,31.60566758
Alcohol use,Other oral cavity and pharynx cancers,55–64,2011,Persons,34.37446719
Alcohol use,Other oral cavity and pharynx cancers,55–64,2015,Females,3.736076639
Alcohol use,Other oral cavity and pharynx cancers,55–64,2015,Males,33.03419717
Alcohol use,Other oral cavity and pharynx cancers,55–64,2015,Persons,36.7702738
Alcohol use,Other oral cavity and pharynx cancers,55–64,2018,Females,3.918969078
Alcohol use,Other oral cavity and pharynx cancers,55–64,2018,Males,26.5444873
Alcohol use,Other oral cavity and pharynx cancers,55–64,2018,Persons,30.46345638
Alcohol use,Other oral cavity and pharynx cancers,65–84,2003,Females,5.018081469
Alcohol use,Other oral cavity and pharynx cancers,65–84,2003,Males,35.97381646
Alcohol use,Other oral cavity and pharynx cancers,65–84,2003,Persons,40.99189793
Alcohol use,Other oral cavity and pharynx cancers,65–84,2011,Females,7.555626787
Alcohol use,Other oral cavity and pharynx cancers,65–84,2011,Males,37.68300001
Alcohol use,Other oral cavity and pharynx cancers,65–84,2011,Persons,45.2386268
Alcohol use,Other oral cavity and pharynx cancers,65–84,2015,Females,8.913459985
Alcohol use,Other oral cavity and pharynx cancers,65–84,2015,Males,57.32537716
Alcohol use,Other oral cavity and pharynx cancers,65–84,2015,Persons,66.23883714
Alcohol use,Other oral cavity and pharynx cancers,65–84,2018,Females,7.934402275
Alcohol use,Other oral cavity and pharynx cancers,65–84,2018,Males,61.71906666
Alcohol use,Other oral cavity and pharynx cancers,65–84,2018,Persons,69.65346894
Alcohol use,Other oral cavity and pharynx cancers,85+,2003,Females,1.592600904
Alcohol use,Other oral cavity and pharynx cancers,85+,2003,Males,2.346754586
Alcohol use,Other oral cavity and pharynx cancers,85+,2003,Persons,3.939355489
Alcohol use,Other oral cavity and pharynx cancers,85+,2011,Females,1.569487209
Alcohol use,Other oral cavity and pharynx cancers,85+,2011,Males,4.860507587
Alcohol use,Other oral cavity and pharynx cancers,85+,2011,Persons,6.429994796
Alcohol use,Other oral cavity and pharynx cancers,85+,2015,Females,1.780398106
Alcohol use,Other oral cavity and pharynx cancers,85+,2015,Males,8.219844258
Alcohol use,Other oral cavity and pharynx cancers,85+,2015,Persons,10.00024236
Alcohol use,Other oral cavity and pharynx cancers,85+,2018,Females,1.501009725
Alcohol use,Other oral cavity and pharynx cancers,85+,2018,Males,7.856014123
Alcohol use,Other oral cavity and pharynx cancers,85+,2018,Persons,9.357023848
Alcohol use,Other unintentional injuries,15–24,2003,Females,0.922705278
Alcohol use,Other unintentional injuries,15–24,2003,Males,10.92913942
Alcohol use,Other unintentional injuries,15–24,2003,Persons,11.8518447
Alcohol use,Other unintentional injuries,15–24,2011,Females,0.752151315
Alcohol use,Other unintentional injuries,15–24,2011,Males,7.361696689
Alcohol use,Other unintentional injuries,15–24,2011,Persons,8.113848004
Alcohol use,Other unintentional injuries,15–24,2015,Females,0.309691164
Alcohol use,Other unintentional injuries,15–24,2015,Males,3.013785736
Alcohol use,Other unintentional injuries,15–24,2015,Persons,3.3234769
Alcohol use,Other unintentional injuries,15–24,2018,Females,0.120187819
Alcohol use,Other unintentional injuries,15–24,2018,Males,6.093460147
Alcohol use,Other unintentional injuries,15–24,2018,Persons,6.213647965
Alcohol use,Other unintentional injuries,25–34,2003,Females,0.894290791
Alcohol use,Other unintentional injuries,25–34,2003,Males,13.74766704
Alcohol use,Other unintentional injuries,25–34,2003,Persons,14.64195783
Alcohol use,Other unintentional injuries,25–34,2011,Females,0.367883909
Alcohol use,Other unintentional injuries,25–34,2011,Males,6.752555597
Alcohol use,Other unintentional injuries,25–34,2011,Persons,7.120439506
Alcohol use,Other unintentional injuries,25–34,2015,Females,0.268739239
Alcohol use,Other unintentional injuries,25–34,2015,Males,7.474249857
Alcohol use,Other unintentional injuries,25–34,2015,Persons,7.742989097
Alcohol use,Other unintentional injuries,25–34,2018,Females,0.472151241
Alcohol use,Other unintentional injuries,25–34,2018,Males,5.209621702
Alcohol use,Other unintentional injuries,25–34,2018,Persons,5.681772942
Alcohol use,Other unintentional injuries,35–44,2003,Females,0.991635023
Alcohol use,Other unintentional injuries,35–44,2003,Males,13.20982254
Alcohol use,Other unintentional injuries,35–44,2003,Persons,14.20145756
Alcohol use,Other unintentional injuries,35–44,2011,Females,1.204517597
Alcohol use,Other unintentional injuries,35–44,2011,Males,10.82319932
Alcohol use,Other unintentional injuries,35–44,2011,Persons,12.02771692
Alcohol use,Other unintentional injuries,35–44,2015,Females,0.58797365
Alcohol use,Other unintentional injuries,35–44,2015,Males,9.083408416
Alcohol use,Other unintentional injuries,35–44,2015,Persons,9.671382065
Alcohol use,Other unintentional injuries,35–44,2018,Females,1.189858827
Alcohol use,Other unintentional injuries,35–44,2018,Males,7.040496475
Alcohol use,Other unintentional injuries,35–44,2018,Persons,8.230355302
Alcohol use,Other unintentional injuries,45–54,2003,Females,0.684347573
Alcohol use,Other unintentional injuries,45–54,2003,Males,11.79482017
Alcohol use,Other unintentional injuries,45–54,2003,Persons,12.47916774
Alcohol use,Other unintentional injuries,45–54,2011,Females,1.289144617
Alcohol use,Other unintentional injuries,45–54,2011,Males,13.26526493
Alcohol use,Other unintentional injuries,45–54,2011,Persons,14.55440955
Alcohol use,Other unintentional injuries,45–54,2015,Females,0.681476234
Alcohol use,Other unintentional injuries,45–54,2015,Males,9.925972386
Alcohol use,Other unintentional injuries,45–54,2015,Persons,10.60744862
Alcohol use,Other unintentional injuries,45–54,2018,Females,0.876721042
Alcohol use,Other unintentional injuries,45–54,2018,Males,8.996717731
Alcohol use,Other unintentional injuries,45–54,2018,Persons,9.873438772
Alcohol use,Other unintentional injuries,55–64,2003,Females,0.529331084
Alcohol use,Other unintentional injuries,55–64,2003,Males,9.922150855
Alcohol use,Other unintentional injuries,55–64,2003,Persons,10.45148194
Alcohol use,Other unintentional injuries,55–64,2011,Females,0.878842517
Alcohol use,Other unintentional injuries,55–64,2011,Males,16.14424257
Alcohol use,Other unintentional injuries,55–64,2011,Persons,17.02308509
Alcohol use,Other unintentional injuries,55–64,2015,Females,1.029587215
Alcohol use,Other unintentional injuries,55–64,2015,Males,16.08016006
Alcohol use,Other unintentional injuries,55–64,2015,Persons,17.10974727
Alcohol use,Other unintentional injuries,55–64,2018,Females,0.748217863
Alcohol use,Other unintentional injuries,55–64,2018,Males,10.95274312
Alcohol use,Other unintentional injuries,55–64,2018,Persons,11.70096098
