Risk factor,Linked disease,Year,Sex,Attributable deaths,Deaths,Percent deaths
Diet high in sodium,Hypertensive heart disease,2018,Persons,68.94132165,1145.045481,6.020836968
Diet high in sodium,Inflammatory heart disease,2003,Females,0.643955162,64.68257557,0.995562029
Diet high in sodium,Inflammatory heart disease,2003,Males,1.106520157,82.34869797,1.343700853
Diet high in sodium,Inflammatory heart disease,2003,Persons,1.750475319,147.0312735,1.190546254
Diet high in sodium,Inflammatory heart disease,2011,Females,0.792654547,79.31765909,0.999341831
Diet high in sodium,Inflammatory heart disease,2011,Males,1.613927902,117.0361345,1.378999664
Diet high in sodium,Inflammatory heart disease,2011,Persons,2.406582449,196.3537936,1.22563583
Diet high in sodium,Inflammatory heart disease,2015,Females,1.115620243,93.74564107,1.190050257
Diet high in sodium,Inflammatory heart disease,2015,Males,1.844342609,112.9895423,1.632312666
Diet high in sodium,Inflammatory heart disease,2015,Persons,2.959962852,206.7351833,1.431765413
Diet high in sodium,Inflammatory heart disease,2018,Females,1.244760894,140.5661759,0.885533725
Diet high in sodium,Inflammatory heart disease,2018,Males,2.765404068,193.7406399,1.427374282
Diet high in sodium,Inflammatory heart disease,2018,Persons,4.010164962,334.3068158,1.199546277
Diet high in sodium,Non-rheumatic valvular disease,2003,Females,25.00106703,680.6567622,3.673079945
Diet high in sodium,Non-rheumatic valvular disease,2003,Males,25.96850188,549.2928501,4.727624231
Diet high in sodium,Non-rheumatic valvular disease,2003,Persons,50.96956891,1229.949612,4.144037154
Diet high in sodium,Non-rheumatic valvular disease,2011,Females,37.7383652,1027.669842,3.67222659
Diet high in sodium,Non-rheumatic valvular disease,2011,Males,38.23008672,820.0214447,4.662083774
Diet high in sodium,Non-rheumatic valvular disease,2011,Persons,75.96845192,1847.691287,4.111533808
Diet high in sodium,Non-rheumatic valvular disease,2015,Females,51.37069003,1155.707948,4.444954292
Diet high in sodium,Non-rheumatic valvular disease,2015,Males,52.31275333,963.7364941,5.42811792
Diet high in sodium,Non-rheumatic valvular disease,2015,Persons,103.6834434,2119.444442,4.89201044
Diet high in sodium,Non-rheumatic valvular disease,2018,Females,32.16904642,1085.595769,2.963261956
Diet high in sodium,Non-rheumatic valvular disease,2018,Males,43.6934891,901.5024326,4.846741121
Diet high in sodium,Non-rheumatic valvular disease,2018,Persons,75.86253552,1987.098202,3.817754727
Diet high in sodium,Peripheral vascular disease,2003,Females,18.41874289,485.3480055,3.794955925
Diet high in sodium,Peripheral vascular disease,2003,Males,18.498145,379.9959786,4.86798441
Diet high in sodium,Peripheral vascular disease,2003,Persons,36.91688789,865.3439841,4.266151792
Diet high in sodium,Peripheral vascular disease,2011,Females,14.11104642,376.5464618,3.747491441
Diet high in sodium,Peripheral vascular disease,2011,Males,17.75704089,367.1240909,4.836795332
Diet high in sodium,Peripheral vascular disease,2011,Persons,31.86808732,743.6705527,4.285242599
Diet high in sodium,Peripheral vascular disease,2015,Females,19.15005691,417.286769,4.589183824
Diet high in sodium,Peripheral vascular disease,2015,Males,21.85841069,377.0723294,5.796874759
Diet high in sodium,Peripheral vascular disease,2015,Persons,41.00846759,794.3590984,5.162459607
Diet high in sodium,Peripheral vascular disease,2018,Females,13.64972283,444.5609206,3.070382977
Diet high in sodium,Peripheral vascular disease,2018,Males,23.44491542,461.6887132,5.078078531
Diet high in sodium,Peripheral vascular disease,2018,Persons,37.09463825,906.2496338,4.093203116
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2003,Females,8.760543452,217.9916327,4.018752162
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2003,Males,5.511174533,102.9455914,5.353482805
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2003,Persons,14.27171798,320.9372241,4.446887713
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2011,Females,10.12222924,252.4637616,4.009379081
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2011,Males,6.570339667,127.8444652,5.139322738
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2011,Persons,16.69256891,380.3082268,4.389221094
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2015,Females,13.59212129,278.8794852,4.873833327
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2015,Males,9.77442515,164.7914335,5.931391543
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2015,Persons,23.36654644,443.6709187,5.266639182
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2018,Females,8.099985363,241.9543202,3.347733307
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2018,Males,7.122070632,131.9693331,5.396761857
Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),2018,Persons,15.222056,373.9236533,4.070899464
Diet high in sodium,Stroke,2003,Females,423.0705744,7657.862052,5.52465651
Diet high in sodium,Stroke,2003,Males,361.1347965,5050.036627,7.151132222
Diet high in sodium,Stroke,2003,Persons,784.2053709,12707.89868,6.171007424
Diet high in sodium,Stroke,2011,Females,394.5460676,7171.401404,5.501659234
Diet high in sodium,Stroke,2011,Males,331.7855837,4691.930047,7.071409429
Diet high in sodium,Stroke,2011,Persons,726.3316513,11863.33145,6.122493115
Diet high in sodium,Stroke,2015,Females,446.7493019,6749.719088,6.618783628
Diet high in sodium,Stroke,2015,Males,378.8362288,4495.699846,8.426635269
Diet high in sodium,Stroke,2015,Persons,825.5855307,11245.41893,7.341527564
Diet high in sodium,Stroke,2018,Females,286.0356585,6227.740505,4.592928338
Diet high in sodium,Stroke,2018,Males,332.7347915,4406.13939,7.55161746
Diet high in sodium,Stroke,2018,Persons,618.77045,10633.8799,5.818858743
Diet high in sugar-sweetened beverages,Coronary heart disease,2003,Females,54.87171029,13447.7547,0.408036222
Diet high in sugar-sweetened beverages,Coronary heart disease,2003,Males,119.3903399,14658.5125,0.814477867
Diet high in sugar-sweetened beverages,Coronary heart disease,2003,Persons,174.2620502,28106.2672,0.620011362
Diet high in sugar-sweetened beverages,Coronary heart disease,2011,Females,46.99520331,11556.62019,0.406651794
Diet high in sugar-sweetened beverages,Coronary heart disease,2011,Males,106.9760698,13135.19195,0.814423346
Diet high in sugar-sweetened beverages,Coronary heart disease,2011,Persons,153.9712731,24691.81215,0.623572187
Diet high in sugar-sweetened beverages,Coronary heart disease,2015,Females,42.70900297,10471.06768,0.407876296
Diet high in sugar-sweetened beverages,Coronary heart disease,2015,Males,101.8173254,12543.39533,0.811720613
Diet high in sugar-sweetened beverages,Coronary heart disease,2015,Persons,144.5263284,23014.46301,0.62798045
Diet high in sugar-sweetened beverages,Coronary heart disease,2018,Females,37.33164117,9080.293224,0.411128146
Diet high in sugar-sweetened beverages,Coronary heart disease,2018,Males,95.99357762,11955.12173,0.802949395
Diet high in sugar-sweetened beverages,Coronary heart disease,2018,Persons,133.3252188,21035.41496,0.633813115
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2003,Females,16.64660462,1340.450986,1.241865969
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2003,Males,31.97223727,1507.626495,2.120700145
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2003,Persons,48.61884189,2848.077481,1.707075816
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2011,Females,20.98606157,1694.206542,1.238695581
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2011,Males,37.2595842,1790.816875,2.080591529
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2011,Persons,58.24564577,3485.023418,1.671312895
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2015,Females,16.81642723,1361.342068,1.235283006
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2015,Males,33.25126051,1571.690841,2.115636208
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2015,Persons,50.06768774,2933.032909,1.70702782
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2018,Females,18.76914737,1510.401507,1.242659471
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2018,Males,39.76232707,1883.435859,2.111159075
Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2018,Persons,58.53147444,3393.837366,1.724639932
Diet low in fish & seafood,Coronary heart disease,2003,Females,233.2944128,13447.7547,1.734820555
Diet low in fish & seafood,Coronary heart disease,2003,Males,287.3347465,14658.5125,1.960190343
Diet low in fish & seafood,Coronary heart disease,2003,Persons,520.6291592,28106.2672,1.852359673
Diet low in fish & seafood,Coronary heart disease,2011,Females,170.8105912,11556.62019,1.478032404
Diet low in fish & seafood,Coronary heart disease,2011,Males,213.9278221,13135.19195,1.62866156
Diet low in fish & seafood,Coronary heart disease,2011,Persons,384.7384134,24691.81215,1.558161916
Diet low in fish & seafood,Coronary heart disease,2015,Females,150.9748783,10471.06768,1.441828884
Diet low in fish & seafood,Coronary heart disease,2015,Males,198.471427,12543.39533,1.582278337
Diet low in fish & seafood,Coronary heart disease,2015,Persons,349.4463052,23014.46301,1.518376966
Diet low in fish & seafood,Coronary heart disease,2018,Females,128.9988412,9080.293224,1.420646206
Diet low in fish & seafood,Coronary heart disease,2018,Males,184.0638028,11955.12173,1.53962299
Diet low in fish & seafood,Coronary heart disease,2018,Persons,313.062644,21035.41496,1.488264646
Diet low in fruit,Coronary heart disease,2003,Females,579.354167,13447.7547,4.308185119
Diet low in fruit,Coronary heart disease,2003,Males,686.2127539,14658.5125,4.68132598
Diet low in fruit,Coronary heart disease,2003,Persons,1265.566921,28106.2672,4.502792604
Diet low in fruit,Coronary heart disease,2011,Females,492.1827353,11556.62019,4.25888129
Diet low in fruit,Coronary heart disease,2011,Males,613.5323685,13135.19195,4.670905234
Diet low in fruit,Coronary heart disease,2011,Persons,1105.715104,24691.81215,4.47806381
Diet low in fruit,Coronary heart disease,2015,Females,448.9055309,10471.06768,4.287103708
Diet low in fruit,Coronary heart disease,2015,Males,585.7590135,12543.39533,4.6698601
Diet low in fruit,Coronary heart disease,2015,Persons,1034.664544,23014.46301,4.495714473
Diet low in fruit,Coronary heart disease,2018,Females,390.8455726,9080.293224,4.304327657
Diet low in fruit,Coronary heart disease,2018,Males,553.8548383,11955.12173,4.632782925
Diet low in fruit,Coronary heart disease,2018,Persons,944.7004108,21035.41496,4.490999644
Diet low in fruit,Lung cancer,2003,Females,95.89764288,2619.910255,3.660340758
Diet low in fruit,Lung cancer,2003,Males,170.9314478,4683.551112,3.649612094
Diet low in fruit,Lung cancer,2003,Persons,266.8290907,7303.461367,3.653460699
Diet low in fruit,Lung cancer,2011,Females,119.3970612,3278.682586,3.641616961
Diet low in fruit,Lung cancer,2011,Males,188.8451245,5162.499489,3.658017301
Diet low in fruit,Lung cancer,2011,Persons,308.2421856,8441.182074,3.651647161
Diet low in fruit,Lung cancer,2015,Females,131.2007637,3595.638499,3.648886387
Diet low in fruit,Lung cancer,2015,Males,188.6798898,5164.795534,3.653191855
Diet low in fruit,Lung cancer,2015,Persons,319.8806535,8760.434033,3.651424716
Diet low in fruit,Lung cancer,2018,Females,137.4431224,3779.2495,3.636783504
Diet low in fruit,Lung cancer,2018,Males,189.6930461,5210.84775,3.640349042
Diet low in fruit,Lung cancer,2018,Persons,327.1361685,8990.09725,3.638850164
Diet low in fruit,Oesophageal cancer,2003,Females,59.10885962,382.5924543,15.44956231
Diet low in fruit,Oesophageal cancer,2003,Males,124.5403668,784.5741286,15.87362651
Diet low in fruit,Oesophageal cancer,2003,Persons,183.6492265,1167.166583,15.73461999
Diet low in fruit,Oesophageal cancer,2011,Females,55.0016478,358.0437707,15.36171058
Diet low in fruit,Oesophageal cancer,2011,Males,148.8293675,930.3922743,15.99641051
Diet low in fruit,Oesophageal cancer,2011,Persons,203.8310153,1288.436045,15.82003361
Diet low in fruit,Oesophageal cancer,2015,Females,60.45974459,388.1521554,15.57630011
Diet low in fruit,Oesophageal cancer,2015,Males,153.1361828,961.6901222,15.92365142
Diet low in fruit,Oesophageal cancer,2015,Persons,213.5959274,1349.842278,15.82376926
Diet low in fruit,Oesophageal cancer,2018,Females,56.82897581,367.7579121,15.45282207
Diet low in fruit,Oesophageal cancer,2018,Males,161.7474911,1018.526228,15.88054256
Diet low in fruit,Oesophageal cancer,2018,Persons,218.5764669,1386.28414,15.7670755
Diet low in fruit,Stroke,2003,Females,295.355305,7657.862052,3.85688986
Diet low in fruit,Stroke,2003,Males,210.2570551,5050.036627,4.163475845
Diet low in fruit,Stroke,2003,Persons,505.6123601,12707.89868,3.978725145
Diet low in fruit,Stroke,2011,Females,272.8860512,7171.401404,3.805198397
Diet low in fruit,Stroke,2011,Males,195.3985305,4691.930047,4.16456615
Diet low in fruit,Stroke,2011,Persons,468.2845817,11863.33145,3.947327811
Diet low in fruit,Stroke,2015,Females,256.2147015,6749.719088,3.795931329
Diet low in fruit,Stroke,2015,Males,186.5330508,4495.699846,4.149143786
Diet low in fruit,Stroke,2015,Persons,442.7477523,11245.41893,3.937138802
Diet low in fruit,Stroke,2018,Females,241.7616966,6227.740505,3.88201301
Diet low in fruit,Stroke,2018,Males,185.1632218,4406.13939,4.202391377
Diet low in fruit,Stroke,2018,Persons,426.9249184,10633.8799,4.014761523
Diet low in fruit,Type 2 diabetes mellitus,2003,Females,83.80641182,1340.450986,6.25210565
Diet low in fruit,Type 2 diabetes mellitus,2003,Males,95.6501754,1507.626495,6.344421227
Diet low in fruit,Type 2 diabetes mellitus,2003,Persons,179.4565872,2848.077481,6.300972793
Diet low in fruit,Type 2 diabetes mellitus,2011,Females,104.909722,1694.206542,6.192262832
Diet low in fruit,Type 2 diabetes mellitus,2011,Males,113.4409011,1790.816875,6.33458969
Diet low in fruit,Type 2 diabetes mellitus,2011,Persons,218.3506232,3485.023418,6.265399023
Diet low in fruit,Type 2 diabetes mellitus,2015,Females,84.90343725,1361.342068,6.236745285
Diet low in fruit,Type 2 diabetes mellitus,2015,Males,99.91284971,1571.690841,6.357029455
Diet low in fruit,Type 2 diabetes mellitus,2015,Persons,184.816287,2933.032909,6.301200589
Diet low in fruit,Type 2 diabetes mellitus,2018,Females,94.55308057,1510.401507,6.260128854
Diet low in fruit,Type 2 diabetes mellitus,2018,Males,119.4645313,1883.435859,6.342904154
Diet low in fruit,Type 2 diabetes mellitus,2018,Persons,214.0176119,3393.837366,6.306065636
Diet low in legumes,Coronary heart disease,2003,Females,2337.695498,13447.7547,17.38353762
Diet low in legumes,Coronary heart disease,2003,Males,2749.657605,14658.5125,18.75809435
Diet low in legumes,Coronary heart disease,2003,Persons,5087.353103,28106.2672,18.10042247
Diet low in legumes,Coronary heart disease,2011,Females,1974.830818,11556.62019,17.0883077
Diet low in legumes,Coronary heart disease,2011,Males,2404.667655,13135.19195,18.3070614
Diet low in legumes,Coronary heart disease,2011,Persons,4379.498473,24691.81215,17.73664261
Diet low in legumes,Coronary heart disease,2015,Females,1715.63585,10471.06768,16.38453596
Diet low in legumes,Coronary heart disease,2015,Males,2287.016153,12543.39533,18.23283165
Diet low in legumes,Coronary heart disease,2015,Persons,4002.652004,23014.46301,17.39189831
